value
55.85
57.32
57.36
57.62
58.2
57.29
57.1
57.33
57.74
57.78
58.2
58.43
58.5
58.33
58.76
58.85
59.83
60.33
60.01
59.87
59.97
59.99
60.08
60.44
60.92
60.44
60.54
60.29
59.99
59.5
59.37
59.15
59.2
60.38
60.55
60.1
60.72
61.14
60.5
61.13
61.53
60.58
60.91
59.83
60.22
60.45
60.44
61.65
62.06
61.81
61.12
60.05
62.37
61.77
61.5
61.96
62.0
62.09
60.62
58.21
58.51
57.44
57.48
58.54
59.62
59.46
60.09
60.1
60.58
60.8
60.4
60.98
61.53
61.92
62.16
62.21
62.0
62.0
115.4
115.34
114.43
117.09
115.71
115.53
115.51
117.43
118.48
120.13
121.56
122.1
122.61
121.12
122.29
121.64
124.43
125.88
125.55
127.43
128.21
129.08
130.05
131.05
131.76
132.32
132.07
134.42
136.38
136.57
133.73
133.23
133.42
131.29
132.0
133.16
132.61
131.36
130.01
129.26
127.81
127.29
134.48
132.66
130.94
132.9
131.98
133.92
135.62
136.14
135.52
135.61
135.39
136.15
133.52
132.69
130.15
129.94
129.18
124.97
124.35
123.92
122.07
121.97
124.18
122.51
121.35
123.86
125.93
126.62
126.07
125.68
126.22
124.35
123.96
123.94
125.64
127.04
127.96
128.76
128.1
129.06
128.3
129.25
131.35
131.47
131.94
132.13
130.02
130.02
48.73
49.38
48.41
49.62
48.83
48.23
49.13
48.88
50.6
52.17
51.36
50.1
50.21
49.62
49.32
50.29
50.45
50.24
49.23
50.39
50.58
50.92
51.55
51.37
51.44
51.35
51.11
52.81
52.74
53.46
53.6
53.04
54.79
55.49
55.32
54.52
55.28
54.35
53.21
51.65
51.65
51.55
50.61
51.3
47.69
47.37
48.45
48.58
49.14
47.91
48.01
48.18
48.81
49.91
48.86
47.63
47.58
48.44
48.23
47.57
45.04
44.69
44.65
46.72
47.71
47.7
46.82
48.87
47.93
48.07
47.68
47.5
47.63
46.66
45.83
44.4
44.81
46.63
47.14
47.45
47.39
48.39
48.27
51.62
51.83
51.51
52.25
51.43
49.56
49.56
159.67
159.22
158.18
158.73
154.94
157.07
156.09
158.36
161.9
162.32
163.29
164.84
164.43
167.38
169.2
170.05
171.91
167.16
166.68
166.14
166.86
167.18
168.59
169.26
170.46
171.21
169.98
170.45
169.99
171.12
170.54
172.84
171.99
170.16
168.71
167.68
166.77
166.03
165.52
164.2
163.82
161.93
166.56
167.31
169.5
170.69
171.19
169.79
171.67
171.66
170.54
169.97
170.42
170.4
168.34
166.64
164.54
166.24
166.14
165.13
163.36
161.14
161.22
158.14
166.0
164.57
164.0
166.04
168.48
169.48
172.21
168.72
169.36
169.66
169.35
171.69
176.14
174.52
176.8
174.84
175.83
175.0
174.34
175.24
176.92
177.83
177.74
179.59
177.23
177.23
167.28
165.97
160.97
160.27
157.88
156.95
160.25
157.35
159.21
161.6
159.75
159.5
158.87
156.98
158.18
157.0
159.45
155.83
153.02
155.16
155.77
156.32
157.22
157.69
157.62
157.54
157.41
160.74
166.83
163.78
165.52
167.16
167.32
167.49
168.44
168.23
157.89
151.27
148.93
147.66
145.08
144.95
146.53
147.92
145.31
146.61
148.6
151.15
149.94
148.7
152.56
153.07
155.95
156.6
155.95
153.92
152.49
154.72
155.0
151.43
152.14
151.87
148.69
144.55
147.97
141.8
136.45
139.28
138.29
134.4
129.21
128.3
133.44
131.86
128.89
130.17
132.48
138.4
140.15
140.1
139.65
142.62
139.78
140.69
141.92
140.87
141.18
""
136.32
136.32
252.83
254.28
247.26
247.54
243.25
242.83
247.42
247.95
254.37
258.47
258.14
260.89
263.5
261.63
261.07
263.06
264.08
260.25
260.28
262.93
263.47
264.48
266.76
266.4
267.0
265.73
266.59
267.09
267.02
265.71
268.2
265.58
262.95
260.67
259.48
259.96
256.28
255.06
253.81
251.73
253.18
252.21
249.29
248.47
247.36
254.67
258.01
257.56
260.83
259.2
258.62
258.41
258.64
258.42
255.45
253.75
251.99
252.41
251.69
249.54
249.21
251.3
246.42
243.67
248.07
244.77
239.63
240.94
236.65
235.81
224.33
222.79
222.47
222.0
226.87
226.18
232.57
238.14
237.47
238.92
235.32
238.12
236.12
240.26
241.58
242.94
248.17
249.03
247.28
247.28
81.3
80.79
77.72
73.53
73.55
73.09
72.55
72.01
72.09
70.97
71.88
71.54
71.3
72.09
73.07
74.63
75.24
75.02
75.74
74.87
75.49
75.06
75.89
76.13
76.27
76.46
75.96
76.19
76.33
78.18
78.13
79.59
81.64
80.95
80.48
80.6
80.66
80.82
80.57
80.04
79.27
78.13
78.76
78.44
79.87
80.19
80.76
81.2
81.29
78.31
77.87
76.9
76.23
75.86
75.88
75.96
75.8
77.12
76.54
75.69
75.7
75.28
75.17
72.86
75.65
75.9
75.67
75.99
76.47
77.14
77.04
76.27
77.1
77.2
77.57
77.78
78.64
78.12
78.94
79.11
79.06
79.3
79.73
80.41
81.34
81.21
81.57
82.4
82.05
82.05
336.98
337.21
329.0
335.94
329.91
329.4
328.81
322.34
325.52
334.23
334.28
332.41
341.83
338.7
327.66
333.96
324.23
323.13
319.25
326.61
332.51
334.0
341.74
340.55
341.24
338.62
335.63
334.06
328.33
315.73
313.23
313.39
313.62
314.33
317.61
304.17
309.56
302.03
302.7
300.98
295.42
295.76
287.89
296.1
299.22
307.62
310.34
308.12
312.81
300.63
305.31
300.33
303.93
310.57
301.76
294.43
294.39
299.85
299.5
290.73
287.93
287.72
280.27
294.59
297.31
298.79
294.95
300.19
295.92
289.86
278.91
275.85
288.5
285.59
280.07
276.44
287.15
294.39
295.22
300.43
299.16
304.06
299.49
304.1
303.68
310.7
315.41
313.86
308.31
308.31
148.64
147.86
146.68
148.22
143.8
145.61
146.47
149.08
151.33
150.94
151.61
152.5
154.63
156.82
157.4
158.01
160.24
156.61
157.01
156.91
158.46
159.24
161.1
161.97
163.31
161.9
162.7
162.03
162.59
163.33
161.96
161.87
159.66
157.81
158.16
157.44
158.95
155.89
161.13
162.0
162.62
161.3
159.54
158.15
159.13
160.5
160.45
159.74
162.6
164.14
161.53
160.32
159.96
159.6
157.17
156.29
156.74
156.82
158.01
159.82
159.9
157.93
155.96
151.76
158.24
155.89
153.31
153.79
154.36
155.14
152.84
146.79
148.77
144.94
143.22
145.05
150.27
149.76
150.23
150.15
150.72
151.88
150.82
151.08
152.83
153.88
155.46
154.39
152.8
152.8
404.25
407.95
398.64
402.71
396.57
398.02
405.32
405.36
413.21
413.68
408.78
408.87
412.91
402.81
399.79
405.36
397.13
385.65
387.06
388.13
393.27
394.69
401.67
403.78
408.38
407.48
412.52
406.19
410.36
404.8
403.33
391.25
385.14
384.35
387.06
384.66
369.77
364.52
357.53
347.48
347.01
361.63
356.83
355.14
354.29
364.34
364.78
366.49
371.49
362.62
357.51
355.21
359.27
362.18
352.96
348.19
349.45
351.14
347.99
345.85
344.79
314.27
306.6
311.36
314.75
313.94
318.33
325.41
322.41
322.31
320.83
314.84
317.2
317.94
316.79
318.36
328.54
330.91
336.36
340.74
329.37
329.73
317.05
315.78
310.68
314.28
317.71
308.46
299.33
299.33
144.67
145.39
143.76
141.51
139.53
136.06
134.41
136.43
137.91
137.46
136.07
137.97
140.49
143.02
144.38
145.21
142.79
138.22
138.66
139.08
139.26
138.95
140.22
142.23
142.16
142.62
144.13
144.09
141.45
143.37
142.97
144.33
144.05
143.64
142.89
144.91
144.5
141.97
143.39
140.68
139.65
139.66
136.62
135.23
135.32
136.99
139.27
140.37
140.31
140.45
138.79
""
137.46
137.16
135.56
134.81
133.43
133.85
133.02
138.34
137.46
135.92
134.53
134.01
135.85
134.64
135.47
135.64
138.75
142.27
141.12
138.21
138.92
142.08
141.52
143.5
145.22
144.79
145.01
145.44
144.23
143.8
141.95
142.83
143.45
146
147.23
149.87
148.92
148.92
151.03
151.34
148.11
147.81
144.9
142.15
147.2
146.22
150.37
150.81
153.34
152.94
152.71
150.43
149.1
150.4
148.75
148.76
146.47
151.05
151.88
153.63
152.8
155.2
154.87
155.93
154.89
156.76
155.73
155.19
156.9
157.83
156.6
157.89
157.8
155.44
151.94
152.27
150.11
147.62
137.38
137.46
136.51
133.6
135.42
138.63
142.97
144.49
142.62
140.03
142.02
142.51
142.48
147.23
152.16
149.47
150.85
154.72
156.35
152.95
151.36
148.09
145.87
149.4
149.53
148.46
145.7
147.34
145.57
140.72
133.5
131.75
133.65
133.64
131.75
129.03
134.2
138.14
139.47
140.3
138.62
140.11
137.64
138.96
139.14
138.72
142.38
140.96
137.16
137.16
35601.98
35619.25
35813.8
35804.38
34899.34
35135.94
34483.72
34022.04
34639.79
34580.08
35227.03
35719.43
35754.75
35754.69
35970.99
35650.95
35544.18
35927.43
35897.64
35365.44
34932.16
35492.7
35753.89
35950.56
36302.38
36398.21
36488.63
36398.08
36338.3
36585.06
36799.65
36407.11
36236.47
36231.66
36068.87
36252.02
36290.32
36113.62
35911.81
35368.47
35028.65
34715.39
34265.37
34364.5
34297.73
34168.09
34160.78
34725.47
35131.86
35405.24
35629.33
35111.16
35089.74
35091.13
35462.78
35768.06
35241.59
34738.06
34566.17
34988.84
34934.27
34312.03
34079.18
33596.61
33131.76
33223.83
34058.75
33892.6
33294.95
33891.35
33794.66
33614.8
32817.38
32632.64
33286.25
33174.07
32944.19
32945.24
33544.34
34063.1
34480.76
34754.93
34552.99
34807.46
34358.5
34707.94
34861.24
34955.89
35294.19
35228.81
